"id","hotel_id","url_id","language","ask","created_at"
"20","a9b7575b-67e8-4080-aeda-4d21ec71a09f","4356f819-e6aa-42f8-b349-bd9ceb370bee","en","Is Niyama Private Islands Maldives popular with families?","2026-03-20 22:36:09.351382+00"
"21","81f78315-96d8-4f01-85db-3da03c88d183","493d91e2-866e-4566-abed-318b8ce16a41","en","What type of room can I book at Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:39:02.531586+00"
"22","81f78315-96d8-4f01-85db-3da03c88d183","493d91e2-866e-4566-abed-318b8ce16a41","en","What are the check-in and check-out times at Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:39:02.53159+00"
"23","81f78315-96d8-4f01-85db-3da03c88d183","493d91e2-866e-4566-abed-318b8ce16a41","en","How much does it cost to stay at Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:39:02.531591+00"
"24","81f78315-96d8-4f01-85db-3da03c88d183","493d91e2-866e-4566-abed-318b8ce16a41","en","How far is Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 from the centre of Nakatukufuri?","2026-03-20 22:39:02.531591+00"
"25","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Hat die Unterkunft Niyama Private Islands Maldives einen Pool?","2026-03-20 22:40:22.042321+00"
"26","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Welche Art von Zimmer kann ich in der Unterkunft Niyama Private Islands Maldives buchen?","2026-03-20 22:40:22.042325+00"
"27","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Wie lauten die Check-in- und Check-out-Zeiten in der Unterkunft Niyama Private Islands Maldives?","2026-03-20 22:40:22.042326+00"
"28","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Wieviel kostet der Aufenthalt in der Unterkunft Niyama Private Islands Maldives?","2026-03-20 22:40:22.042327+00"
"29","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Hat die Unterkunft Niyama Private Islands Maldives ein Restaurant vor Ort?","2026-03-20 22:40:22.042328+00"
"30","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Welche Aktivitäten bietet die Unterkunft Niyama Private Islands Maldives?","2026-03-20 22:40:22.042329+00"
"31","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Wie weit ist die Unterkunft Niyama Private Islands Maldives vom Zentrum von Dhaalu Atoll entfernt?","2026-03-20 22:40:22.042331+00"
"32","b4276028-c46f-4910-b9df-4166184b6679","4356f819-e6aa-42f8-b349-bd9ceb370bee","de","Ist die Unterkunft Niyama Private Islands Maldives bei Familien beliebt?","2026-03-20 22:40:22.042332+00"
"33","daaf6927-e029-4315-98f7-0e14bb055469","493d91e2-866e-4566-abed-318b8ce16a41","de","Welche Art von Zimmer kann ich in der Unterkunft Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 buchen?","2026-03-20 22:41:39.233637+00"
"34","daaf6927-e029-4315-98f7-0e14bb055469","493d91e2-866e-4566-abed-318b8ce16a41","de","Wie lauten die Check-in- und Check-out-Zeiten in der Unterkunft Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:41:39.23364+00"
"35","daaf6927-e029-4315-98f7-0e14bb055469","493d91e2-866e-4566-abed-318b8ce16a41","de","Wieviel kostet der Aufenthalt in der Unterkunft Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:41:39.233641+00"
"36","daaf6927-e029-4315-98f7-0e14bb055469","493d91e2-866e-4566-abed-318b8ce16a41","de","Wie weit ist die Unterkunft Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 vom Zentrum von Nakatukufuri entfernt?","2026-03-20 22:41:39.233642+00"
"37","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","L'établissement Niyama Private Islands Maldives dispose-t-il d'une piscine ?","2026-03-20 22:42:58.538836+00"
"38","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","Quel type d'hébergement puis-je réserver à l'établissement Niyama Private Islands Maldives ?","2026-03-20 22:42:58.538839+00"
"39","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","Quels sont les horaires d'arrivée et de départ à l'établissement Niyama Private Islands Maldives ?","2026-03-20 22:42:58.53884+00"
"40","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","Quel est le tarif d'un séjour à l'établissement Niyama Private Islands Maldives ?","2026-03-20 22:42:58.538841+00"
"41","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","L'établissement Niyama Private Islands Maldives dispose-t-il un restaurant sur place ?","2026-03-20 22:42:58.538841+00"
"42","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","Quelles activités l'établissement Niyama Private Islands Maldives propose-t-il ?","2026-03-20 22:42:58.538842+00"
"43","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","L'établissement Niyama Private Islands Maldives est-il proche du centre (Dhaalu Atoll) ?","2026-03-20 22:42:58.538842+00"
"44","fbf206a4-2032-437c-8a49-872c72b8b5c9","4356f819-e6aa-42f8-b349-bd9ceb370bee","fr","L'établissement Niyama Private Islands Maldives est-il populaire auprès des familles ?","2026-03-20 22:42:58.538843+00"
"45","99d89bdf-e208-4123-88ab-edb3c96df01a","493d91e2-866e-4566-abed-318b8ce16a41","fr","Quel type d'hébergement puis-je réserver à l'établissement Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 ?","2026-03-20 22:44:29.315731+00"
"46","99d89bdf-e208-4123-88ab-edb3c96df01a","493d91e2-866e-4566-abed-318b8ce16a41","fr","Quels sont les horaires d'arrivée et de départ à l'établissement Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 ?","2026-03-20 22:44:29.315734+00"
"47","99d89bdf-e208-4123-88ab-edb3c96df01a","493d91e2-866e-4566-abed-318b8ce16a41","fr","Quel est le tarif d'un séjour à l'établissement Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 ?","2026-03-20 22:44:29.315735+00"
"48","99d89bdf-e208-4123-88ab-edb3c96df01a","493d91e2-866e-4566-abed-318b8ce16a41","fr","L'établissement Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 est-il proche du centre (Nakatukufuri) ?","2026-03-20 22:44:29.315736+00"
"49","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Niyama Private Islands Maldives dispone di una piscina?","2026-03-20 22:45:49.101101+00"
"50","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Che tipo di camere posso prenotare presso Niyama Private Islands Maldives?","2026-03-20 22:45:49.101104+00"
"51","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Che orari di check-in e check-out sono previsti presso Niyama Private Islands Maldives?","2026-03-20 22:45:49.101105+00"
"52","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Quanto costa soggiornare presso Niyama Private Islands Maldives?","2026-03-20 22:45:49.101106+00"
"53","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Niyama Private Islands Maldives dispone di un ristorante in loco?","2026-03-20 22:45:49.101106+00"
"54","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Quali servizi/attività sono disponibili presso Niyama Private Islands Maldives?","2026-03-20 22:45:49.101107+00"
"55","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Quanto dista Niyama Private Islands Maldives dal centro di Dhaalu Atoll?","2026-03-20 22:45:49.101108+00"
"56","55af2629-e1fc-4bdb-a03f-96594893b457","4356f819-e6aa-42f8-b349-bd9ceb370bee","it","Niyama Private Islands Maldives è adatta per le famiglie?","2026-03-20 22:45:49.101109+00"
"57","dc7fa076-dfd5-47d7-b713-ca2642aad7e6","493d91e2-866e-4566-abed-318b8ce16a41","it","Che tipo di camere posso prenotare presso Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:47:08.078379+00"
"58","dc7fa076-dfd5-47d7-b713-ca2642aad7e6","493d91e2-866e-4566-abed-318b8ce16a41","it","Che orari di check-in e check-out sono previsti presso Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:47:08.078382+00"
"59","dc7fa076-dfd5-47d7-b713-ca2642aad7e6","493d91e2-866e-4566-abed-318b8ce16a41","it","Quanto costa soggiornare presso Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:47:08.078383+00"
"60","dc7fa076-dfd5-47d7-b713-ca2642aad7e6","493d91e2-866e-4566-abed-318b8ce16a41","it","Quanto dista Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 dal centro di Nakatukufuri?","2026-03-20 22:47:08.078383+00"
"61","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Heeft Niyama Private Islands Maldives een zwembad?","2026-03-20 22:48:26.442018+00"
"62","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Welk kamertype kan ik bij Niyama Private Islands Maldives boeken?","2026-03-20 22:48:26.442024+00"
"63","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Wat zijn de in- en uitchecktijden bij Niyama Private Islands Maldives?","2026-03-20 22:48:26.442025+00"
"64","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Hoeveel kost het om bij Niyama Private Islands Maldives te verblijven?","2026-03-20 22:48:26.442027+00"
"65","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Heeft Niyama Private Islands Maldives een eigen restaurant?","2026-03-20 22:48:26.442028+00"
"66","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Wat is er te doen bij Niyama Private Islands Maldives?","2026-03-20 22:48:26.44203+00"
"67","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Hoe ver ligt Niyama Private Islands Maldives van het centrum van Dhaalu Atol?","2026-03-20 22:48:26.442031+00"
"68","f83cee6a-28bd-4294-825b-e23d3625facd","4356f819-e6aa-42f8-b349-bd9ceb370bee","nl","Is Niyama Private Islands Maldives populair bij gezinnen?","2026-03-20 22:48:26.442032+00"
"69","0c7ebda2-e258-477e-85a8-edc91bc0eef4","493d91e2-866e-4566-abed-318b8ce16a41","nl","Welk kamertype kan ik bij Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 boeken?","2026-03-20 22:50:11.325099+00"
"70","0c7ebda2-e258-477e-85a8-edc91bc0eef4","493d91e2-866e-4566-abed-318b8ce16a41","nl","Wat zijn de in- en uitchecktijden bij Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:50:11.325101+00"
"71","0c7ebda2-e258-477e-85a8-edc91bc0eef4","493d91e2-866e-4566-abed-318b8ce16a41","nl","Hoeveel kost het om bij Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 te verblijven?","2026-03-20 22:50:11.325102+00"
"72","0c7ebda2-e258-477e-85a8-edc91bc0eef4","493d91e2-866e-4566-abed-318b8ce16a41","nl","Hoe ver ligt Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 van het centrum van Nakatukufuri?","2026-03-20 22:50:11.325103+00"
"73","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Niyama Private Islands Maldives tem piscina?","2026-03-20 22:51:29.241552+00"
"74","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Que tipo de quarto posso reservar em Niyama Private Islands Maldives?","2026-03-20 22:51:29.241556+00"
"75","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Quais são os horários de check-in e check-out em Niyama Private Islands Maldives?","2026-03-20 22:51:29.241556+00"
"76","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Quanto custa hospedar-me em Niyama Private Islands Maldives?","2026-03-20 22:51:29.241557+00"
"77","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Niyama Private Islands Maldives tem um restaurante no local?","2026-03-20 22:51:29.241558+00"
"78","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Que atividades há em Niyama Private Islands Maldives?","2026-03-20 22:51:29.241558+00"
"79","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","A que distância fica Niyama Private Islands Maldives do centro de Dhaalu Atoll?","2026-03-20 22:51:29.241559+00"
"80","fff45044-56cd-49c4-9860-5d04cc8750c2","4356f819-e6aa-42f8-b349-bd9ceb370bee","pt","Niyama Private Islands Maldives é popular entre as famílias?","2026-03-20 22:51:29.241559+00"
"81","3f076ffa-5ee4-4194-aeee-f206bddea2a2","493d91e2-866e-4566-abed-318b8ce16a41","pt","Que tipo de quarto posso reservar em Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:52:47.056897+00"
"82","3f076ffa-5ee4-4194-aeee-f206bddea2a2","493d91e2-866e-4566-abed-318b8ce16a41","pt","Quais são os horários de check-in e check-out em Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:52:47.0569+00"
"83","3f076ffa-5ee4-4194-aeee-f206bddea2a2","493d91e2-866e-4566-abed-318b8ce16a41","pt","Quanto custa hospedar-me em Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026?","2026-03-20 22:52:47.056901+00"
"84","3f076ffa-5ee4-4194-aeee-f206bddea2a2","493d91e2-866e-4566-abed-318b8ce16a41","pt","A que distância fica Centara Grand Lagoon Maldives - Free Round Trip Speedboat when stay 4 nights or more between 17 April - 15 October 2026 do centro de Nakatukufuri?","2026-03-20 22:52:47.056902+00"
"85","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Hay piscina en Mandarin Oriental, Canouan?","2026-03-20 22:54:04.813796+00"
"86","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Qué tipo de habitación puedo reservar en Mandarin Oriental, Canouan?","2026-03-20 22:54:04.8138+00"
"87","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Cuál es el horario de entrada y salida de Mandarin Oriental, Canouan?","2026-03-20 22:54:04.813801+00"
"88","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Cuánto cuesta alojarse en Mandarin Oriental, Canouan?","2026-03-20 22:54:04.813802+00"
"89","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Hay restaurante dentro de Mandarin Oriental, Canouan?","2026-03-20 22:54:04.813803+00"
"90","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Qué se puede hacer en Mandarin Oriental, Canouan?","2026-03-20 22:54:04.813804+00"
"91","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿A qué distancia está Mandarin Oriental, Canouan del centro de Canouan?","2026-03-20 22:54:04.813805+00"
"92","a2a7a301-54f8-4a3e-af0b-5fd4d84d000d","0fa5c633-632b-4609-94e6-4240aed48871","es","¿Mandarin Oriental, Canouan tiene bañera de hidromasaje?","2026-03-20 22:54:04.813806+00"
"93","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Hay piscina en South Bank?","2026-03-20 22:55:46.728851+00"
"94","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Qué tipo de habitación puedo reservar en South Bank?","2026-03-20 22:55:46.728855+00"
"95","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Cuál es el horario de entrada y salida de South Bank?","2026-03-20 22:55:46.728857+00"
"96","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Cuánto cuesta alojarse en South Bank?","2026-03-20 22:55:46.728858+00"
"97","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Hay restaurante dentro de South Bank?","2026-03-20 22:55:46.728859+00"
"98","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿Qué se puede hacer en South Bank?","2026-03-20 22:55:46.72886+00"
"99","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿A qué distancia está South Bank del centro de Long Bay Hills?","2026-03-20 22:55:46.728861+00"
"100","e3c5d548-592c-4edb-9802-ea94b6f97e11","7e509834-ef44-484e-8286-616d61ae6bf6","es","¿A qué distancia está South Bank de la playa?","2026-03-20 22:55:46.728863+00"
"101","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","Does Mandarin Oriental, Canouan have a pool?","2026-03-20 22:58:37.923377+00"
"102","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","What type of room can I book at Mandarin Oriental, Canouan?","2026-03-20 22:58:37.92338+00"
"103","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","What are the check-in and check-out times at Mandarin Oriental, Canouan?","2026-03-20 22:58:37.923381+00"
"104","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","How much does it cost to stay at Mandarin Oriental, Canouan?","2026-03-20 22:58:37.923382+00"
"105","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","Does Mandarin Oriental, Canouan have a restaurant on site?","2026-03-20 22:58:37.923382+00"
"106","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","What is there to do at Mandarin Oriental, Canouan?","2026-03-20 22:58:37.923383+00"
"107","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","How far is Mandarin Oriental, Canouan from the centre of Canouan?","2026-03-20 22:58:37.923384+00"
"108","96e67105-2cf4-418b-a851-b24d64d0f5aa","0fa5c633-632b-4609-94e6-4240aed48871","en","Does Mandarin Oriental, Canouan have a hot tub for its guests?","2026-03-20 22:58:37.923384+00"
"109","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","Does South Bank have a pool?","2026-03-20 23:01:33.799058+00"
"110","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","What type of room can I book at South Bank?","2026-03-20 23:01:33.799064+00"
"111","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","What are the check-in and check-out times at South Bank?","2026-03-20 23:01:33.799066+00"
"112","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","How much does it cost to stay at South Bank?","2026-03-20 23:01:33.799067+00"
"113","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","Does South Bank have a restaurant on site?","2026-03-20 23:01:33.799068+00"
"114","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","What is there to do at South Bank?","2026-03-20 23:01:33.799069+00"
"115","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","How far is South Bank from the centre of Long Bay Hills?","2026-03-20 23:01:33.799071+00"
"116","1a6e8522-7047-4155-b757-addd57d28ba0","7e509834-ef44-484e-8286-616d61ae6bf6","en","How close to the beach is South Bank?","2026-03-20 23:01:33.799072+00"
"117","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Hat die Unterkunft Mandarin Oriental, Canouan einen Pool?","2026-03-20 23:02:51.120655+00"
"118","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Welche Art von Zimmer kann ich in der Unterkunft Mandarin Oriental, Canouan buchen?","2026-03-20 23:02:51.120662+00"
"119","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Wie lauten die Check-in- und Check-out-Zeiten in der Unterkunft Mandarin Oriental, Canouan?","2026-03-20 23:02:51.120664+00"
"120","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Wieviel kostet der Aufenthalt in der Unterkunft Mandarin Oriental, Canouan?","2026-03-20 23:02:51.120665+00"
"121","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Hat die Unterkunft Mandarin Oriental, Canouan ein Restaurant vor Ort?","2026-03-20 23:02:51.120667+00"
