"id","hotel_id","url_id","language","description","created_at","updated_at"
"0ec6ca14-117c-4ab7-b80a-f4346972f84d","47965899-25fe-4d30-9ab1-ba12113951e9","c30aa9f6-dee7-437b-8a18-0e1da132c619","en","Comfortable Accommodations:The Island Garden Hotel in Nassau offers family rooms with air-conditioning, private bathrooms, and modern amenities including refrigerators, work desks, microwaves, showers, TVs, and wardrobes.Leisure Facilities:Guests can enjoy a year-round outdoor swimming pool and free WiFi throughout the property. Balconies and patios provide garden views, enhancing the relaxing atmosphere.Convenient Location:Located 4 minutes from Cable Beach and 6 km from Lynden Pindling International Airport, the hotel is also 13 km from Atlantis Aquaventure Water Park.","2026-03-13 03:45:54.644492+00","2026-03-13 03:45:54.644494+00"
"49323f48-f23b-434f-8140-aa2cce969148","51803f67-faa3-409b-af29-98648a7d081f","d4c6276e-faf0-42e2-b922-b80bf4bc475d","de","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views. Guests can relax on the terrace or balcony and enjoy the lush garden.

Spa Facilities: The hotel features a year-round outdoor swimming pool and spa facilities. Free WiFi is available throughout the property.

Dining Experience: A family-friendly restaurant serves British, American, and Caribbean cuisines for lunch and dinner. Vegetarian options are available, complemented by a buffet breakfast.

Convenient Services: The hotel provides a paid airport shuttle service, concierge, housekeeping, room service, car hire, and a tour desk. Free on-site private parking is available.","2026-03-13 03:47:24.228248+00","2026-03-13 03:47:24.228251+00"
"d5c50c8d-e3f4-47f0-b349-35c6f0c19638","2fb747b1-ad9d-4b26-8071-ba541335e047","c30aa9f6-dee7-437b-8a18-0e1da132c619","de","Die Unterkunft The Island Garden Hotel in Nassau bietet Familienzimmer mit Klimaanlage, eigenen Badezimmern und modernen Annehmlichkeiten wie Kühlschränken, Schreibtischen, Mikrowellen, Duschen, Fernsehern und Kleiderschränken.Freizeiteinrichtungen:Sie können das ganzjährig geöffnete Außenpool und kostenloses WLAN in der gesamten Unterkunft genießen. Zu den weiteren Merkmalen gehören Balkone und Terrassen mit Gartenblick, die entspannende Rückzugsorte bieten.Bequeme Lage:Die Unterkunft liegt 6 km vom Internationalen Flughafen Lynden Pindling entfernt und ist nur 4 Gehminuten vom Cable Beach entfernt. Der Wasserpark Atlantis Aquaventure ist 13 km entfernt und bietet Unterhaltung für alle Altersgruppen.","2026-03-13 03:48:54.836034+00","2026-03-13 03:48:54.836037+00"
"c7869689-9b2c-43a2-b4aa-fdb2a8597b01","290fed9a-e883-4332-afe2-298517d30853","d4c6276e-faf0-42e2-b922-b80bf4bc475d","fr","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views. Guests can relax on the terrace or balcony and enjoy the lush garden.

Spa Facilities: The hotel features a year-round outdoor swimming pool and spa facilities. Free WiFi is available throughout the property.

Dining Experience: A family-friendly restaurant serves British, American, and Caribbean cuisines for lunch and dinner. Vegetarian options are available, complemented by a buffet breakfast.

Convenient Services: The hotel provides a paid airport shuttle service, concierge, housekeeping, room service, car hire, and a tour desk. Free on-site private parking is available.","2026-03-13 03:50:23.91189+00","2026-03-13 03:50:23.911893+00"
"6dcf6ac7-e802-4363-965f-f73f968a6397","c87f23a1-884e-4f56-8d2b-0012c41208ce","c30aa9f6-dee7-437b-8a18-0e1da132c619","fr","L’établissement The Island Garden Hotel se trouve à Nassau, dans la région New Providence. Il vous accueille à 13 km de ce lieu d’intérêt : Aquaventure Waterpark de l'Atlantis The Palm. Cet hôtel 2 étoiles propose une piscine extérieure ainsi que des hébergements dotés de la climatisation, d’une connexion Wi-Fi gratuite et d’une salle de bains privative. Cet établissement non-fumeurs vous accueille à 300 mètres de : Cable Beach.

Les hébergements possèdent une armoire. Vous bénéficierez d’un bureau et d’une télévision à écran plat. Certains hébergements possèdent également un balcon. Vous profiterez aussi d’un réfrigérateur.

L'aéroport le plus proche (Aéroport international Lynden Pindling) est à 6 km.","2026-03-13 03:51:51.898197+00","2026-03-13 03:51:51.8982+00"
"30c55a55-d0c3-4c84-8886-9844cbb8851c","a00583f2-515a-46dd-a774-7828aa718dec","d4c6276e-faf0-42e2-b922-b80bf4bc475d","it","Posizione fronte oceano: l’Hôtel Le Roy di Oistins offre accesso diretto alla spiaggia con splendide viste sul mare. Gli ospiti possono rilassarsi sulla terrazza o sul balcone e nel rigoglioso giardino.

Zona spa: l’hotel dispone di una piscina scoperta, aperta tutto l’anno, e di una zona spa. Il WiFi è gratuito in tutte le aree.

Servizio di ristorazione: Un ristorante adatto alle famiglie serve piatti della cucina britannica, americana e caraibica a pranzo e a cena. Sono disponibili opzioni vegetariane, completate da una colazione a buffet.

Servizi per il massimo comfort: l’hotel offre un servizio navetta aeroportuale a pagamento, concierge, servizio di pulizia, servizio in camera, autonoleggio e un banco escursioni. In loco troverete anche un parcheggio privato gratuito.","2026-03-13 03:53:20.297621+00","2026-03-13 03:53:20.297624+00"
"c3e05af8-4ba5-4e6a-b3eb-2c9f763c4214","6e233915-672c-47e8-9095-66a059365f73","c30aa9f6-dee7-437b-8a18-0e1da132c619","it","Sistemazioni Confortevoli:The Island Garden Hotel a Nassau offre camere familiari con aria condizionata, bagni privati e servizi moderni tra cui frigoriferi, scrivanie, microonde, docce, TV e armadi.Dotazioni per il Tempo Libero:Gli ospiti possono godere di una piscina all'aperto disponibile tutto l'anno e del WiFi gratuito in tutta la struttura. Ulteriori caratteristiche includono balconi e patii con vista sul giardino, che offrono spazi rilassanti.Posizione Comoda:Situato a 6 km dall'Aeroporto Internazionale Lynden Pindling, l'hotel si trova a 4 minuti a piedi da Cable Beach. L'Atlantis Aquaventure Water Park è a 13 km di distanza, offrendo divertimento per tutte le età.","2026-03-13 03:54:50.086415+00","2026-03-13 03:54:50.086419+00"
"ce9e9cdb-08a2-428b-9711-c786304e1c11","68a14139-5c86-47f9-bbbd-e3929a768245","d4c6276e-faf0-42e2-b922-b80bf4bc475d","nl","Locatie aan zee: Hôtel Le Roy in Oistins biedt directe toegang tot het strand en een prachtig uitzicht op zee. Je kunt lekker ontspannen op het terras of balkon en genieten van de weelderige tuin.

Spagedeelte: Het hotel beschikt het hele jaar door over een buitenzwembad en spafaciliteiten. In de hele accommodatie is gratis WiFi beschikbaar.

Dineren: Het gezinsvriendelijke restaurant serveert Britse, Amerikaanse en Caribische gerechten voor lunch en diner. Er zijn vegetarische opties beschikbaar, aangevuld met een ontbijtbuffet.

Handige services: Het hotel biedt een betaalde luchthavenshuttleservice, schoonmaakservice, roomservice, autoverhuur en een excursiebalie. Er is ook een conciërge aanwezig. Bij de accommodatie kun je gratis privéparkeren.","2026-03-13 03:56:19.729922+00","2026-03-13 03:56:19.729925+00"
"e11779ba-7bf8-4ed9-aa08-dffe404d62e9","8a6d9b5b-22b2-4a2c-b205-abe12864b25d","c30aa9f6-dee7-437b-8a18-0e1da132c619","nl","Comfortabele accommodatie:The Island Garden Hotel in Nassau biedt familiekamers met airconditioning, privébadkamers en moderne voorzieningen, waaronder koelkasten, werkbureaus, magnetrons, douches, tv's en garderobekasten.Vrijetijdsfaciliteiten:Gasten kunnen het hele jaar door gebruikmaken van een buitenzwembad en gratis WiFi in het hele pand. Aanvullende voorzieningen zijn balkons en patio's met uitzicht op de tuin, die zorgen voor ontspannende ruimtes.Gunstige locatie:Het hotel ligt op 6 km van de internationale luchthaven Lynden Pindling en op 4 minuten lopen van Cable Beach. Het Atlantis Aquaventure Water Park ligt op 13 km afstand en biedt vermaak voor alle leeftijden.","2026-03-13 03:57:48.950011+00","2026-03-13 03:57:48.950014+00"
"85d03e6a-3381-4d46-9a94-d57d477acc7d","2a1a4bc0-ba0d-41bc-bda2-d4525d3ff6cd","d4c6276e-faf0-42e2-b922-b80bf4bc475d","pt","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views. Guests can relax on the terrace or balcony and enjoy the lush garden.

Spa Facilities: The hotel features a year-round outdoor swimming pool and spa facilities. Free WiFi is available throughout the property.

Dining Experience: A family-friendly restaurant serves British, American, and Caribbean cuisines for lunch and dinner. Vegetarian options are available, complemented by a buffet breakfast.

Convenient Services: The hotel provides a paid airport shuttle service, concierge, housekeeping, room service, car hire, and a tour desk. Free on-site private parking is available.","2026-03-13 03:59:18.826272+00","2026-03-13 03:59:18.826275+00"
"35a8568c-02c1-4c84-be1b-188f618b3e44","939b436e-ada3-4469-b814-e273681c1763","c30aa9f6-dee7-437b-8a18-0e1da132c619","pt","Acomodações Confortáveis:O The Island Garden Hotel em Nassau oferece quartos familiares com ar condicionado, casas de banho privativas e comodidades modernas, incluindo frigoríficos, secretárias, micro-ondas, chuveiros, televisões e roupeiros.Instalações de Lazer:Os hóspedes podem desfrutar de uma piscina exterior aberta todo o ano e de WiFi gratuito em toda a propriedade. As características adicionais incluem varandas e pátios com vista para o jardim, proporcionando espaços relaxantes.Localização Conveniente:Situado a 6 km do Aeroporto Internacional Lynden Pindling, o hotel fica a 4 minutos a pé da Cable Beach. O Parque Aquático Atlantis Aquaventure encontra-se a 13 km, oferecendo entretenimento para todas as idades.","2026-03-13 04:00:49.391046+00","2026-03-13 04:00:49.391049+00"
"07d6a2c9-439d-4077-b11f-eb2d7924ee04","496d864c-dcf5-4241-9dd9-b397335cf864","7d43ff9c-8ada-4320-87c4-76afef77c762","es","Mandarin Oriental, Canouan tiene bicicletas gratis, piscina al aire libre, centro de fitness y jardín en Canouan. El alojamiento dispone de zona de playa privada y una serie de instalaciones para practicar deportes acuáticos, además de terraza y restaurante. El alojamiento ofrece recepción 24 horas, traslado para ir o volver del aeropuerto, club infantil y wifi gratis en todo el alojamiento.

En el hotel, las habitaciones disponen de balcón.

Hay opciones continentales o americanas de desayuno disponibles en Mandarin Oriental, Canouan.

En el alojamiento, la clientela puede disfrutar de bañera de hidromasaje. Se puede jugar al billar, al ping-pong y al tenis en Mandarin Oriental, Canouan, y la zona es ideal para practicar senderismo y windsurf.","2026-03-13 04:26:56.348906+00","2026-03-13 04:26:56.348909+00"
"6b94d633-c198-4178-b27a-c6a35a33622d","2a140044-16c6-481c-91da-bac35803d6cb","7d43ff9c-8ada-4320-87c4-76afef77c762","en","Beachfront and Leisure:Mandarin Oriental, Canouan in Canouan offers a private beach area, beachfront, and a swimming pool with stunning views. Guests can enjoy spa facilities, a fitness centre, sun terrace, and free use of bicycles. Water sports and yoga classes are available, alongside free WiFi throughout the property.Comfortable Accommodations:Rooms feature balconies with sea views, kitchenettes, and private bathrooms. Family rooms and interconnected rooms cater to all needs, complemented by amenities such as a hot tub and children’s playground. Free on-site private parking and a 24-hour front desk ensure convenience.Dining and Refreshments:The family-friendly restaurant serves Mediterranean, international, and Caribbean cuisines in a modern and romantic ambience. Breakfast options include continental and American styles, while the bar offers a pool bar and outdoor seating area. Additional facilities include a tennis court and kids’ pool.","2026-03-13 04:31:38.613599+00","2026-03-13 04:31:38.613602+00"
"92f852b9-fcc1-488b-b587-27e3e9abfd0d","47bd5803-490c-42b8-ac11-d8d9a7a9ff64","7d43ff9c-8ada-4320-87c4-76afef77c762","de","Die Unterkunft Mandarin Oriental, Canouan hat kostenlose Fahrräder, einen Außenpool, ein Fitnesscenter und einen Garten in Canouan. Die Unterkunft bietet einen eigenen Strandbereich und eine Reihe von Wassersportmöglichkeiten sowie eine Terrasse und ein Restaurant. Die Unterkunft bietet eine rund um die Uhr besetzte Rezeption, Flughafentransfers, einen Kinderclub und kostenloses WLAN in der ganzen Unterkunft.

Die Unterkunft Mandarin Oriental, Canouan bietet einige Wohneinheiten mit Meerblick und alle Zimmer sind ausgestattet mit einem Balkon.

Die Unterkunft Mandarin Oriental, Canouan bietet ein kontinentales oder amerikanisches Frühstück.

In der Unterkunft Mandarin Oriental, Canouan können Gäste einen Whirlpool nutzen. An der Unterkunft Mandarin Oriental, Canouan können Sie Billard, Tischtennis und Tennis spielen. Die Gegend ist beliebt zum Wandern und Windsurfen.","2026-03-13 04:36:24.817616+00","2026-03-13 04:36:24.817618+00"
"4d58180f-cfdc-4af3-a976-3e6f62e43f47","2b9ec9ac-4b7e-4e7e-9608-0ea689c31bb9","7d43ff9c-8ada-4320-87c4-76afef77c762","fr","Situé à Canouan, l’établissement Mandarin Oriental, Canouan possède un service de prêt de vélos, une piscine extérieure, une salle de sport et un jardin. Il comprend une plage privée, des installations de sports nautiques, une terrasse et un restaurant. L’établissement propose une réception ouverte 24h/24, des transferts aéroport, un club pour enfants et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.

Certains hébergements offrent une vue sur la mer. Tous disposent d’un balcon.

L’établissement Mandarin Oriental, Canouan sert un petit-déjeuner continental ou américain.

L’établissement Mandarin Oriental, Canouan dispose d’un bain à remous. Vous pourrez jouer au billard, au ping-pong et au tennis sur place. La région est prisée des amateurs de randonnée et de planche à voile.","2026-03-13 04:39:25.835439+00","2026-03-13 04:39:25.835441+00"
"de0fbb9a-c6cc-45ff-a282-4bfc6b7ebad6","284c30b6-e12f-402e-a5ef-d2ad82e950d4","7d43ff9c-8ada-4320-87c4-76afef77c762","it","Mandarin Oriental, Canouan offre biciclette gratuite, una piscina all'aperto, un centro fitness e un giardino a Canouan. La struttura propone una zona spiaggia privata e varie attrezzature per sport acquatici, oltre a una terrazza e un ristorante. L'alloggio prevede una reception 24 ore su 24, trasferimenti aeroportuali, un mini club e il WiFi gratuito in tutta la struttura.

Questo hotel mette a disposizione alcune unità con vista sul mare e le camere sono dotate di un balcone.

Mandarin Oriental, Canouan offre una colazione continentale o americana.

Presso questa struttura potrete usufruire di una vasca idromassaggio. Presso Mandarin Oriental, Canouan, potrete giocare a biliardo, ping pong e tennis, mentre la zona è famosa per l’escursionismo e il windsurf.","2026-03-13 04:42:24.343567+00","2026-03-13 04:42:24.343571+00"
"13b7e0e3-2261-469f-92e6-a89cd5e90fde","79c04c0f-bfb0-402f-a5c4-64ef53ebda0f","7d43ff9c-8ada-4320-87c4-76afef77c762","nl","Mandarin Oriental, Canouan heeft gratis fietsen, een buitenzwembad, een fitnesscentrum en een tuin in Canouan. De accommodatie heeft een privéstrand, een aantal watersportfaciliteiten, een terras en een restaurant. De accommodatie biedt een 24-uursreceptie, luchthaventransfers, een kinderclub en gratis WiFi in de hele accommodatie.

Het hotel is voorzien van een aantal units met uitzicht op de zee, en de kamers zijn voorzien van een balkon.

Mandarin Oriental, Canouan biedt een continentaal ontbijt of Amerikaans ontbijt.

Bij de accommodatie kun je volop genieten van een hot tub. Je kunt biljarten, tafeltennissen en tennissen bij Mandarin Oriental, Canouan, en gasten gaan er graag wandelen en windsurfen.","2026-03-13 04:45:22.551117+00","2026-03-13 04:45:22.551119+00"
"437ed4ef-3eec-4a29-af1d-f0c4d4ca45f2","fab48e70-8fb6-44a4-89dd-9e62307d8d48","7d43ff9c-8ada-4320-87c4-76afef77c762","pt","Mandarin Oriental, Canouan tem bicicletas gratuitas, piscina exterior, um centro de fitness e jardim em Canouan. O alojamento apresenta uma área de praia privada e uma variedade de comodidades para desportos aquáticos, assim como um terraço e um restaurante. O alojamento fornece receção aberta 24 horas, transfers do aeroporto, um clube infantil e acesso Wi-Fi gratuito em toda a propriedade.

O alojamento dispõe de algumas unidades com vistas do mar, e os quartos estão equipados com varanda.

Mandarin Oriental, Canouan disponibiliza pequeno-almoço continental ou americano.

Mandarin Oriental, Canouan oferece aos hóspedes a oportunidade de desfrutar de uma banheira de hidromassagem. Pode jogar bilhar, ténis de mesa e ténis em Mandarin Oriental, Canouan, e a área é popular para caminhadas e windsurf.","2026-03-13 04:48:18.993378+00","2026-03-13 04:48:18.99338+00"
"3b4715b6-731c-4475-8e3b-76e93d9b0c32","ea5f5c06-2ad7-4cf0-ac6b-f502e123e13c","e2374372-2167-492f-a73a-c4bb9b0b3d5e","es","Ananea Madivaru Maldives dispone de jardín, zona de playa privada, terraza y restaurante en Toroka. Este alojamiento, que tiene servicio de habitaciones, también ofrece zona de juegos infantil. El resort tiene piscina al aire libre, centro de fitness, discoteca y salón de uso común.

El resort ofrece habitaciones con aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana, patio y baño privado con ducha. Cada habitación está equipada con hervidor, algunas ofrecen balcón y otras también cuentan con vistas al jardín. En Ananea Madivaru Maldives, las habitaciones cuentan con ropa de cama y toallas.

En el alojamiento se puede disfrutar de un desayuno buffet, a la carta o continental.

En el alojamiento, la clientela puede disfrutar de sauna. Puedes jugar al billar en Ananea Madivaru Maldives.

El personal, que habla inglés, español, francés y italiano, ofrece consejos en la recepción.","2026-03-13 04:51:17.951035+00","2026-03-13 04:51:17.951037+00"
