"id","id_photo","hotel_id","orientation","photo_width","photo_height","alt","created_at_photo","created_at"
"d130bed8-d484-4cc5-914c-813460f1d6fc","675098502","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a patio with tables and chairs and a view of the mountains at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:59+01","2026-03-13 01:57:37.854392+00"
"d11f15d6-4f33-4565-b15d-8401df664409","675098483","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a bench sitting on a deck next to a swimming pool at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:57+01","2026-03-13 01:57:37.85563+00"
"a68e0683-fbf0-46e6-8cbe-b1cb04c143c1","710564885","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",1536,1024,"a row of chairs sitting on the beach at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-07-07 10:55:10+01","2026-03-13 01:57:37.85689+00"
"0367b729-da06-41aa-8150-103d734f5327","675098491","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4219,2803,"a lobby with a large mural of plants on the wall at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:57+01","2026-03-13 01:57:37.858063+00"
"661d5628-209f-4de8-abd0-dd9c85ef1f9a","675098496","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a restaurant with tables and chairs and a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:58+01","2026-03-13 01:57:37.859219+00"
"efc8e160-ca4b-4cbe-b3e1-a9257032895c","675098443","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4228,2824,"a sunset over a lake with the sky at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:52+01","2026-03-13 01:57:37.860428+00"
"408e8dea-d798-419b-976b-eb6a6d7f6bf7","675098466","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4164,2777,"a lobby with white furniture and palm trees at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:55+01","2026-03-13 01:57:37.86163+00"
"7fb3aca1-b039-47c7-99db-c40cdf8c0898","675098474","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4228,2824,"a swimming pool with a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:56+01","2026-03-13 01:57:37.862807+00"
"315e31b1-a39d-4f5b-8828-249199c30190","675098475","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4236,2829,"a fountain in front of a building with purple lights at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:56+01","2026-03-13 01:57:37.864019+00"
"0b9536ad-464b-4785-8bcb-437f3933841a","675098488","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a restaurant with tables and chairs and the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:57+01","2026-03-13 01:57:37.865538+00"
"53e8fe4c-897c-4f24-ae69-7db97a0e7651","675098499","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a mural of birds on a wall with plants at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:59+01","2026-03-13 01:57:37.866894+00"
"bb30c6b4-ed43-4a12-a2bf-d47a6012875e","675098201","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",3486,2324,"a swimming pool with chairs and a table and the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:58+01","2026-03-13 01:57:37.868078+00"
"3cfaddad-70fd-4771-83bd-eb644ce806a4","675098199","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a swimming pool with a table and a house at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:58+01","2026-03-13 01:57:37.86934+00"
"e96daccf-4ccd-4d88-ac0a-ba974e771d49","675098462","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4126,2730,"a living room with white furniture and a ceiling at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:55+01","2026-03-13 01:57:37.870583+00"
"411c1ef9-5240-43f5-abff-3ad5988c7f8d","675098193","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4234,2828,"a living room with a green couch and large windows at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:57+01","2026-03-13 01:57:37.871757+00"
"0767b12f-d7e9-4a73-bb24-6467d031d663","675098196","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4070,2524,"a swimming pool with blue chairs in a house at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:57+01","2026-03-13 01:57:37.872961+00"
"ceac3f0e-e8f8-49cb-907d-57b540c1254b","675098184","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4234,2828,"a bedroom with a bed and a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:56+01","2026-03-13 01:57:37.874201+00"
"0e3344ed-b0a4-4db7-96ce-676c37d5b681","675098190","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4180,2771,"a living room with a green couch and a flat screen tv at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:57+01","2026-03-13 01:57:37.875388+00"
"a82ab551-2910-4722-89b0-310d02422750","675098200","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a bedroom with a canopy bed with a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:58+01","2026-03-13 01:57:37.876613+00"
"7fc942ae-71d9-4c80-b47a-a8183780548d","675098464","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4228,2824,"a swimming pool with a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:55+01","2026-03-13 01:57:37.877921+00"
"9f7da30e-2442-4ce7-82d2-3c59e3710843","675098195","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4175,2783,"a kitchen with a counter and chairs in a room at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:57+01","2026-03-13 01:57:37.879147+00"
"495e10e7-7fc2-4bf7-b5e7-47ae731f2201","675098180","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4155,2720,"a living room with a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:55+01","2026-03-13 01:57:37.88052+00"
"054994b8-ba20-4a88-94df-64d42db6e3af","675098321","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4228,2824,"a table and chairs on a balcony with a view of the ocean at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:25+01","2026-03-13 01:57:37.881917+00"
"9f1e5f2c-19c2-486a-b23a-29bf7667845d","675098324","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a bedroom with a bed and a tv and a desk at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:25+01","2026-03-13 01:57:37.883239+00"
"f9026fac-3070-453f-abbd-ac0d095284b6","675098181","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",3877,2555,"a bedroom with a tub and a bed with white pillows at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:55+01","2026-03-13 01:57:37.884377+00"
"1f6527a0-bd7d-45e0-92a9-898e62261ff1","675098183","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a bathroom with a tub and a bedroom with a bed at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:56+01","2026-03-13 01:57:37.885553+00"
"b775e5b7-21ab-4352-8b86-4e916f40110d","675098447","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4224,2821,"a pool with a view of the ocean at sunset at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:53+01","2026-03-13 01:57:37.886824+00"
"99a81e91-ad47-4ec8-9cb5-c9bd730ae0ff","675098455","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a swimming pool with a view of the water at night at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:54+01","2026-03-13 01:57:37.888084+00"
"c7b4f147-3c80-4aca-a4a9-e6b040f4e19f","675098479","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a living room with a couch and a table at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:56+01","2026-03-13 01:57:37.890691+00"
"fcddb877-7efd-4a5c-8642-685e050c051d","675098480","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a lobby with chairs and a mural of plants at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:56+01","2026-03-13 01:57:37.891966+00"
"f62a6e59-294c-46a9-87d5-1bee784facff","675098470","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",4231,2826,"a living room with couches and tables and windows at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:28:55+01","2026-03-13 01:57:37.893153+00"
"d1250890-b78b-4319-a5df-07bc69169748","675098189","042be237-6f07-4f7d-80c2-a9bdfa4dc18a","landscape",3971,2686,"two sinks in a bathroom with a mirror at Gardens Hill Resort &amp; Spa in Beau Vallon","2025-04-22 15:27:57+01","2026-03-13 01:57:37.894205+00"
"37716492-ee65-4f76-98ad-c9131b559929","703190738","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",7008,4672,"a pavilion at the beach with the ocean in the background at Hôtel Le Roy in Christ Church","2025-06-26 00:29:31+01","2026-03-13 03:42:43.78291+00"
"af7a6cc7-3664-45fd-bd8b-3e3652b08445","680677193","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a dining room with a table and chairs and the ocean at Hôtel Le Roy in Christ Church","2025-05-07 15:03:49+01","2026-03-13 03:42:43.792577+00"
"ac6cd8cd-6e00-40b6-b136-6b645685dc9f","680366412","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a view of a resort with a palm tree at Hôtel Le Roy in Christ Church","2025-05-06 19:57:31+01","2026-03-13 03:42:43.794282+00"
"92edcacb-6d9f-42d7-a6e3-478899bc61a4","715255232","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a living room with a couch and a view of the ocean at Hôtel Le Roy in Christ Church","2025-07-15 17:08:06+01","2026-03-13 03:42:43.795879+00"
"f9d04a66-293f-4b7b-ac6f-2d35f66aca5b","711998318","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"two chairs and a table on a balcony with the ocean at Hôtel Le Roy in Christ Church","2025-07-09 20:25:49+01","2026-03-13 03:42:43.79746+00"
"705dc717-644a-43b8-a14d-50890c2ae371","712046055","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a balcony with two benches and a view of the ocean at Hôtel Le Roy in Christ Church","2025-07-09 22:33:06+01","2026-03-13 03:42:43.799623+00"
"46a32dfe-e159-4fcb-b6d5-cf7dc768e011","680674766","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1536,2048,"a view of the beach from a building at Hôtel Le Roy in Christ Church","2025-05-07 14:56:01+01","2026-03-13 03:42:43.801429+00"
"4eaa75fc-696c-44c3-b293-cbc9de716944","681092128","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1536,2048,"a pavilion with two potted plants on a beach at Hôtel Le Roy in Christ Church","2025-05-08 16:15:32+01","2026-03-13 03:42:43.803059+00"
"9a252673-f176-4ddd-aa65-a90de2726407","680674767","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"an outdoor patio with potted plants on a building at Hôtel Le Roy in Christ Church","2025-05-07 14:56:01+01","2026-03-13 03:42:43.804423+00"
"0a07a834-0964-495c-a134-12bb166ba027","680366391","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1920,2560,"a house with a wooden walkway in front of it at Hôtel Le Roy in Christ Church","2025-05-06 19:57:26+01","2026-03-13 03:42:43.805785+00"
"25581fbe-f93d-49a7-bed7-e8e063c209df","680674765","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a restaurant on the beach with a bench and a table at Hôtel Le Roy in Christ Church","2025-05-07 14:56:01+01","2026-03-13 03:42:43.807242+00"
"2d6494fd-74bd-4b63-b593-fc53d76c1911","680677181","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a sunset on a beach with palm trees and the ocean at Hôtel Le Roy in Christ Church","2025-05-07 15:03:47+01","2026-03-13 03:42:43.808596+00"
"a1926c88-9ace-42e7-9b13-32103be7db07","680366379","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a desk with a lamp and a chair in a room at Hôtel Le Roy in Christ Church","2025-05-06 19:57:23+01","2026-03-13 03:42:43.809941+00"
"07e158b0-ee51-4922-894b-3daf7bc38954","680366385","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a view of a large apartment complex with a building at Hôtel Le Roy in Christ Church","2025-05-06 19:57:25+01","2026-03-13 03:42:43.811325+00"
"0709986c-8e0f-4622-8dc4-32dd205a443e","680366394","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bathroom with a sink and a toilet and a mirror at Hôtel Le Roy in Christ Church","2025-05-06 19:57:27+01","2026-03-13 03:42:43.812713+00"
"1d970a9a-4392-47d1-9ed0-ca87745c7d14","680366399","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a balcony with chairs and a view of the ocean at Hôtel Le Roy in Christ Church","2025-05-06 19:57:27+01","2026-03-13 03:42:43.813966+00"
"ba543de6-1f3b-4716-8250-e3b62ef997ee","680366405","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1536,2048,"two palm trees on a beach with the ocean at Hôtel Le Roy in Christ Church","2025-05-06 19:57:29+01","2026-03-13 03:42:43.815272+00"
"da240a95-540f-496c-852e-213df8cb7ff0","680366423","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1920,2560,"a living room with a couch and some plants at Hôtel Le Roy in Christ Church","2025-05-06 19:57:33+01","2026-03-13 03:42:43.816594+00"
"76f32a90-f22a-4c07-9123-b60e97858e79","680366415","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1920,2560,"a living room with two couches and a table at Hôtel Le Roy in Christ Church","2025-05-06 19:57:32+01","2026-03-13 03:42:43.818013+00"
"4bd5ccaf-8140-4e08-8c10-b456eeeeba23","680366369","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a swimming pool in front of a building at Hôtel Le Roy in Christ Church","2025-05-06 19:57:21+01","2026-03-13 03:42:43.819379+00"
"6b19e7a6-3f9d-4503-9dba-1898b79c52fd","680674764","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a room with a view of the beach through a window at Hôtel Le Roy in Christ Church","2025-05-07 14:56:01+01","2026-03-13 03:42:43.820713+00"
"17e90908-692a-4d2e-a39a-7ac6981d9df4","681092140","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a view of the ocean from the balcony of a resort at Hôtel Le Roy in Christ Church","2025-05-08 16:15:33+01","2026-03-13 03:42:43.822134+00"
"2dec8da2-9272-41bc-aff2-30542ea70348","680366376","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a pair of white socks and a bag of soap at Hôtel Le Roy in Christ Church","2025-05-06 19:57:22+01","2026-03-13 03:42:43.823449+00"
"66c969e3-ccf5-4d83-bfe3-e2751fb2813a","680677189","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a waiting room with a counter and plants on the wall at Hôtel Le Roy in Christ Church","2025-05-07 15:03:48+01","2026-03-13 03:42:43.824727+00"
"9e4efef9-a0f2-44ef-97e6-b43e6ca3a424","680677190","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a row of wooden tables and chairs on the beach at Hôtel Le Roy in Christ Church","2025-05-07 15:03:49+01","2026-03-13 03:42:43.825977+00"
"cf913b96-f43f-4e90-983b-0b86040f99bb","680677182","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a balcony with a table and chairs and the beach at Hôtel Le Roy in Christ Church","2025-05-07 15:03:47+01","2026-03-13 03:42:43.827245+00"
"f82fb48f-3a44-4aca-a330-63ad14a20860","680677185","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a restaurant with tables and chairs and the beach at Hôtel Le Roy in Christ Church","2025-05-07 15:03:48+01","2026-03-13 03:42:43.828495+00"
"a9738f28-9134-40f3-adb4-36380384c849","680677187","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a tray of food on a wooden table with a plate of food at Hôtel Le Roy in Christ Church","2025-05-07 15:03:48+01","2026-03-13 03:42:43.829863+00"
"e515e4e9-82ff-4fa5-a206-45a6ed15c687","680677191","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a restaurant with wooden tables and a view of the ocean at Hôtel Le Roy in Christ Church","2025-05-07 15:03:49+01","2026-03-13 03:42:43.831158+00"
"8443e640-edaa-43a5-807e-ef79fb848d4d","681091124","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a living room with a desk and a view of the ocean at Hôtel Le Roy in Christ Church","2025-05-08 16:12:01+01","2026-03-13 03:42:43.832536+00"
"d918e4a1-6a18-44c4-a0f8-1e1ae59ed5e4","681091126","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a bedroom with a bed and a living room at Hôtel Le Roy in Christ Church","2025-05-08 16:12:01+01","2026-03-13 03:42:43.833906+00"
"eb7e64cd-3c2d-4340-beb9-e050ad78695c","681092144","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a wooden bench sitting on the grass in a garden at Hôtel Le Roy in Christ Church","2025-05-08 16:15:34+01","2026-03-13 03:42:43.835205+00"
"95516e53-0b04-4b95-99e5-c853b889e579","680677199","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a courtyard of a hotel at night with lights at Hôtel Le Roy in Christ Church","2025-05-07 15:03:50+01","2026-03-13 03:42:43.836465+00"
"9f9f823e-64f0-4cc2-b99b-9bd0ec25cfc6","681092134","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a beach with a palm tree and a house and the ocean at Hôtel Le Roy in Christ Church","2025-05-08 16:15:33+01","2026-03-13 03:42:43.837718+00"
"d5bed6f9-7cea-443f-90a7-d00269dd946c","681092135","e2b59d69-a895-47bd-a11e-f981719a7d28","landscape",2048,1536,"a hallway of a house with a counter and a kitchen at Hôtel Le Roy in Christ Church","2025-05-08 16:15:33+01","2026-03-13 03:42:43.838915+00"
"b97d3326-37cc-4caa-9fda-1e1bacc281d4","681092399","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a room with a desk with a television and a chair at Hôtel Le Roy in Christ Church","2025-05-08 16:16:35+01","2026-03-13 03:42:43.840217+00"
"838d7584-8198-49dd-b2b0-55eaa183a843","681092400","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a desk with a printer and a lamp and coffee cups at Hôtel Le Roy in Christ Church","2025-05-08 16:16:36+01","2026-03-13 03:42:43.841622+00"
"01c45d9a-ea4d-48ae-b88e-b88231645eb2","681092402","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a phone and some cups and glasses on a table at Hôtel Le Roy in Christ Church","2025-05-08 16:16:36+01","2026-03-13 03:42:43.843006+00"
"f4eb5ff5-225d-4cf9-beb2-7f4f4cec406d","681099869","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bathroom with a toilet and a sink at Hôtel Le Roy in Christ Church","2025-05-08 16:37:16+01","2026-03-13 03:42:43.844506+00"
"76394a4c-6934-4601-a35c-f8d5c428b4ce","681099871","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a hotel room with two beds and a window at Hôtel Le Roy in Christ Church","2025-05-08 16:37:16+01","2026-03-13 03:42:43.845764+00"
"216f9a94-751e-4002-b121-6f1cc383febc","681099865","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bedroom with a large bed and a night stand at Hôtel Le Roy in Christ Church","2025-05-08 16:37:16+01","2026-03-13 03:42:43.847102+00"
"ce8fb43a-5f1f-4f63-ad4b-df882ef6e34d","681099867","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bathroom with a toilet and a shower and a sink at Hôtel Le Roy in Christ Church","2025-05-08 16:37:16+01","2026-03-13 03:42:43.84869+00"
"93373c5d-df6c-4a73-9d42-336f47f8209c","681101276","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a hotel room with a bed and a desk and a desk at Hôtel Le Roy in Christ Church","2025-05-08 16:39:22+01","2026-03-13 03:42:43.849985+00"
"cca6c0fd-d21c-40de-812f-2c89a7e85171","681101275","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bathroom with a toilet and a sink and a mirror at Hôtel Le Roy in Christ Church","2025-05-08 16:39:22+01","2026-03-13 03:42:43.851142+00"
"9f78a5e0-0960-47aa-b2e9-4f74cd39e9a6","681102220","e2b59d69-a895-47bd-a11e-f981719a7d28","portrait",1200,1600,"a bedroom with a bed and a tiled floor at Hôtel Le Roy in Christ Church","2025-05-08 16:40:49+01","2026-03-13 03:42:43.852279+00"
"ad11cb95-6e5d-4c50-a6fe-6a3df1436c3c","619228877","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",4032,3024,"a blue bedroom with a bed with a floral bedspread at The Island Garden Hotel in Nassau","2024-11-27 07:24:18+00","2026-03-13 03:45:54.660983+00"
"2c24fe2f-db77-45ce-9a9c-0d8dc3810c04","680052234","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",2048,2048,"a bedroom with a bed with a red curtain at The Island Garden Hotel in Nassau","2025-05-06 02:26:24+01","2026-03-13 03:45:54.662629+00"
"43238266-26fa-420c-80d7-627f2e8d57ca","680053309","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",1536,1536,"two towels sitting on shelves in a closet at The Island Garden Hotel in Nassau","2025-05-06 02:31:33+01","2026-03-13 03:45:54.663867+00"
"b23a6e5e-89ad-43fc-b60b-00e18e43f8da","680015243","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",2048,2048,"a house with a swimming pool in front of it at The Island Garden Hotel in Nassau","2025-05-06 00:04:54+01","2026-03-13 03:45:54.665109+00"
"9d0e94aa-e109-4161-9c15-8ee335fad844","680053472","47965899-25fe-4d30-9ab1-ba12113951e9","portrait",900,1600,"a microwave sitting on top of a box under a desk at The Island Garden Hotel in Nassau","2025-05-06 02:32:19+01","2026-03-13 03:45:54.666511+00"
"fdd104ca-e8cf-4eec-80a8-42f4d8c48fcb","680002560","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",2048,2048,"a bedroom with a large bed with blue curtains at The Island Garden Hotel in Nassau","2025-05-05 23:21:53+01","2026-03-13 03:45:54.667875+00"
"7968fec3-bfa3-48dc-8dd6-c2432b8d1b20","680053150","47965899-25fe-4d30-9ab1-ba12113951e9","portrait",1152,1536,"a bathroom with a white sink and a toilet at The Island Garden Hotel in Nassau","2025-05-06 02:30:54+01","2026-03-13 03:45:54.669063+00"
"4e793bbd-87a6-428d-bdbc-e15d06875437","680016191","47965899-25fe-4d30-9ab1-ba12113951e9","landscape",2048,2048,"a house with a swimming pool in front of it at The Island Garden Hotel in Nassau","2025-05-06 00:08:06+01","2026-03-13 03:45:54.670179+00"
