Query SQL: SELECT url_id , COUNT(*) as COUNT_hotels , hotel_name FROM hotels GROUP BY url_id, hotel_name ORDER BY url_id limit 200 
Result:
```
{
"url_id"; "count_hotels"; "hotel_name"
"93739efc-9981-4d03-ab01-e9e6ae9aace9"; "6"
"956d437d-0414-47d7-9ee1-dbdae3e26628"; "6"
"97c6b358-3ebd-43ad-aa35-7ad6f47267a7"; "6"
"988d2fd6-01b9-48f0-a4be-a26d60eac991"; "6"
"9a854a69-c20b-4b3e-afd9-8a301a634fd4"; "6"
"9b87d62f-edc9-4476-aae3-b2a8d27d467d"; "6"
"a12bbd29-9ec2-44f9-8f2f-ed75da25be7e"; "6"
"a137bd5e-6704-441d-a249-28d8e2bebd94"; "6"
"a2dc1301-029b-4da5-95c2-011495b6c49f"; "6"
"a2f79ca4-4b3c-468f-acdf-7fcc94eba76b"; "6"
"a569edcf-e164-4280-8b80-91fe5650b53e"; "6"
"a9ae8357-a83a-41eb-8c87-6bab73878cc4"; "6"
"a9c3c403-6125-4b4c-9015-b85aca34c429"; "6"
"ae2fbe4c-946b-4ba3-859b-538060d2034f"; "6"
"ae3ac6d8-07f6-496e-8435-511ccde27b25"; "6"
"aff0a950-a5ba-4753-84ba-222c4fb9f4cc"; "6"
"b547947e-bb12-44ac-a043-e5d742d481e5"; "6"
"b7115fad-b2d8-4c02-b2dd-d2c72ddf50b5"; "6"
"baf7b988-6a36-4f4c-8c53-42bae416c173"; "6"
"bb03458b-1707-4a5c-acb2-8bf804523b9e"; "6"
"bb9bef67-df65-481b-a338-240b6bead6d4"; "6"
"bc099900-d7e7-4e1b-b769-d86b138ec79a"; "6"
"bc384902-a152-440d-9b66-1a4baa5c9a57"; "6"
"bc73623c-e7fc-474d-8ea2-f162907fe633"; "6"
"bdcac4d3-3f08-401c-9271-a99c2d06a3e0"; "6"
"c00117ab-4923-4e22-b39c-4327672e4592"; "6"
"c17cdb8d-f462-4163-ac05-81be23dad92d"; "6"
"c29c6624-f1c0-4e6c-9a65-fba9b88a1d99"; "6"
"c5bcf86a-4639-4a76-aa8f-c85731dc9bb7"; "6"
"c777e3c4-5541-4939-9718-e550a844e7f7"; "6"
"c9f352aa-a52f-43b9-9baa-5092804d3889"; "6"
"cbd16b20-5221-43d4-9a19-5f438aeec69e"; "6"
"cbf6b8e2-109c-48e0-9c9e-e5e5dfad40ea"; "6"
"ce6e607e-c56d-4327-b3a3-a20d521a63a0"; "6"
"cea7e6f3-f0b1-43bb-b014-2698473896fb"; "6"
"d1d6ed5d-574f-4f5b-aa30-1b464227c0e5"; "6"
"d29eb895-ce79-45ac-b630-bd2a341969b0"; "6"
"d4198da5-cca8-4d7e-924e-c18e7d31c69c"; "6"
"d4ae3d8a-093b-43b3-9948-abf66549d62d"; "6"
"d535f0e6-486c-4c3f-8eac-c6ec2db22975"; "6"
"d61bdb2f-0cc7-44c6-8fa8-b403ba197480"; "6"
"d6525102-bf8c-44c7-b0e6-f9e462c853da"; "6"
"d8857a3b-e5df-4737-a51e-957ebf66c3de"; "6"
"d8ca6e6c-c581-4901-b02f-a591bd28abea"; "6"
"dac45dd6-b657-4331-aac9-245efcd79b4a"; "6"
"db062beb-bd88-4681-a005-f8bb00df8600"; "6"
"db295aaa-fc47-4f7a-8c41-2c0f6d248bef"; "6"
"db3edb39-f9bf-4e55-8733-0adaa20d37ce"; "6"
"db84682e-3742-4b7c-b004-909dae1a2c7f"; "6"
"de6bac9b-6e33-4c33-a005-508c4067b600"; "6"
"e01f9528-c6b8-44d7-b80a-d973d7e122d9"; "6"
"e29e296f-6dea-470b-95c4-52bdea9ff3c0"; "6"
"e72bf5ca-3c2f-4e30-8937-97707f39e53a"; "6"
"e7c2598b-6579-4042-b361-58b66628b730"; "6"
"e9cc6785-649c-44c6-aabf-b72c142d8fd4"; "6"
"ec89e9df-aae7-4cf9-9bba-fdb59787c8a9"; "6"
"ece7b1e9-9eb9-473b-9a0c-05bc54a9bf1e"; "6"
"ed57a7d5-faa5-489c-85e7-447562e71d7a"; "6"
"ef634c01-644f-4ba3-845a-1b08fe6b8746"; "6"
"f57a4aaf-54b0-420b-a12a-ee3d3931745d"; "6"
"f5a984cf-8b5c-4660-af47-515c18648def"; "6"
"fcf9cfbc-0b1c-4764-9d8d-03dbea748f9e"; "6"
"fe5f31ed-2e79-4992-a460-8de3fce5dbb2"; "6"
}
```

---

Query SQL: SELECT url_id , COUNT(*) as COUNT_polices FROM hotels_policies GROUP BY url_id ORDER BY url_id limit 200 
Result:
```
{
"url_id"; "count_polices"
"01c0a48d-ed48-424d-9538-4973bee754b5"; "42"
"030fa961-4c20-4aec-a352-b760e315ce35"; "48"
"050891dc-7b6c-48a2-9935-0b326689d989"; "42"
"063790d3-9d3b-41c7-b3c8-a3b8c425fd7c"; "48"
"08c2f4ae-f581-4f11-b204-ce2b194c3570"; "48"
"09216167-547c-43b6-862b-8fac3428be63"; "48"
"0ad68df2-9753-4e53-a46e-ce42a82bb657"; "42"
"0b9e0b60-a418-4a31-b724-7f3da343230a"; "48"
"0d01d377-bc9d-4932-a195-533898f8a051"; "42"
"0db61f49-7986-4b81-a668-07fbe52665c5"; "54"
"12aed1d5-e092-41be-b75a-ae6a3adbec08"; "42"
"13d27fbb-91ec-4416-b700-99aaae1dcc44"; "42"
"141722f8-c672-4619-8744-9591ec6c4cc4"; "42"
"14d317cc-a3a5-4ae7-a100-318122a569ce"; "42"
"159779ce-ef08-498f-952c-7042f87e4206"; "42"
"18d176a4-d664-42fd-b212-39dbcd247e6d"; "48"
"1cf500da-6e2f-481f-8a10-6aa2f84031fc"; "42"
"1f99ddb3-22d3-408e-a76b-edf973515bd8"; "48"
"2224e996-691f-4857-96a4-4c251c63e5de"; "48"
"2b37601a-cc38-44ef-9da9-81214a35fe35"; "48"
"2bd79995-ef4f-4e3d-a4cc-ec7a0f73d9d2"; "42"
"2e7f617f-1d3f-44d9-87aa-d9ec36f800f0"; "42"
"2fa1a1c9-04a4-4748-ba86-3f63a9f39a88"; "42"
"2fee8d1c-b835-4f1e-82da-517488f4a44b"; "48"
"30b70313-bd98-45f9-9568-bb1a31bf1920"; "42"
"32bba0b9-9fdc-4eb7-922a-090dbde65008"; "42"
"32cfcdf6-3d41-4237-a7d0-09729e4a73c4"; "48"
"35ce85be-5435-4947-bfcb-2bae63b99a85"; "48"
"35f5d7cf-9093-455f-8888-889c75b41a38"; "42"
"376c7488-3a3a-4ab8-9156-23924d9fdcc3"; "48"
"3a574a7e-8bbc-4f8d-aa7d-5e3220276c88"; "48"
"3b86b089-ff86-4969-a414-d1fcbc941d22"; "42"
"3e3835f8-a101-4023-94a0-413df7d5cfbc"; "48"
"3fdb1035-91bc-42b5-b52b-a5382f0e98c8"; "42"
"3fdbf013-6320-4319-ab81-996b86947d53"; "42"
"43258502-4c07-4501-802c-6f8098574cfc"; "42"
"44eddcf8-7858-4715-9fea-7b084fd1602a"; "48"
"458baba7-e3a3-48ed-9a9a-c7cb7a1e5e2a"; "42"
"45942e2d-72e3-41cf-97d6-ac826dc69e4d"; "48"
"47fb9f31-ade2-4231-bbda-28ed505e8179"; "42"
"4a728390-2e78-4b7f-80b2-c8244ae033d8"; "48"
"51eed950-6e44-4555-b62b-10260c0f8321"; "48"
"52cec676-4d4d-4a30-9888-72817c59d78d"; "42"
"52d69dfe-b69a-4456-8132-31acab86bb26"; "54"
"561a670d-f1bf-4eda-bb12-0b0cc9960555"; "48"
"57922646-59e5-461c-8c28-140f8e847c8d"; "42"
"58c23dba-a3a7-4b73-8cb3-6455a78f24d7"; "42"
"5cde67e6-2aad-4bdb-a68b-c12a710aac0a"; "48"
"5f3b41c1-554b-45b0-aa1c-a6d293a2719a"; "48"
"5fe5584a-d539-45ca-82e3-4c993d7e7e41"; "48"
"6026591c-16c4-49ee-a515-8fa1b1a6bfe3"; "60"
"623d69aa-13a1-472c-9e48-39fa4453dadf"; "48"
"6392925a-073b-4362-9367-eeedc70f8cd2"; "42"
"67a6b65a-3ce7-40b5-85b4-4448371db248"; "48"
"68f525a0-a729-459c-b332-fe59859471fb"; "48"
"69d50e71-3d42-4c9a-a9a2-5a90fda9845a"; "48"
"6eda5034-580a-465a-bc59-fef4804bdbbc"; "42"
"6f9b355e-8f02-4749-825b-0986144d94cc"; "48"
"6fc1c998-3862-4b5f-8012-33c4b68f2d66"; "48"
"6fefec57-3362-4ab9-9136-57486b351eb4"; "48"
"715c0735-5491-41e4-9240-27d1c2b95ff5"; "42"
